"d1","d2","legislator","cluster"
0.313089841864979,0.870593898344943,"Lee_Flores_Enrique","derecha"
-0.447927295918032,0.62620192350103,"Leiva_Carvajal_Raúl","izquierda"
0.43344282810225,0.738580262439543,"Lilayu_Vivanco_Daniel","derecha"
0.497888561805008,0.855282548581993,"Longton_Herrera_Andrés","derecha"
-0.587072287856445,0.722285061476296,"Malla_Valenzuela_Luis","izquierda"
-0.628272327432319,0.653055186580807,"Manouchehri_Lobos_Daniel","izquierda"
0.654721454529089,0.79253820580623,"Martínez_Ramírez_Cristóbal","derecha"
-0.641620512750704,0.597672024175359,"Marzán_Pinto_Carolina","izquierda"
0.722958924072136,1.01454412589184,"Matheson_Villán_Christian","derecha"
-0.22158712872143,0.802406769903716,"Medina_Vásquez_Karen","derecha"
-0.461884227985,0.560330871864379,"Mellado_Pino_Cosme","izquierda"
0.539258507408663,0.779056147367974,"Mellado_Suazo_Miguel","derecha"
-0.636048417161615,0.591197566202361,"Melo_Contreras_Daniel","izquierda"
0.949883889924073,0.846313113912405,"Meza_Pereira_José Carlos","derecha"
-0.54855115383134,0.702251390605054,"Mirosevic_Verdugo_Vlado","izquierda"
-0.762524065866128,0.704544457186758,"Mix_Jiménez_Claudia","izquierda"
-0.571300108124962,0.584579935936809,"Molina_Milman_Helia","izquierda"
-0.65135544225117,0.559438588685643,"Morales_Alvarado_Javiera","izquierda"
0.331877227456855,0.720037579971817,"Morales_Maldonado_Carla","derecha"
0.4868001121712,0.748262962466674,"Moreira_Barros_Cristhian","derecha"
1.03369286557384,0.83525642146249,"Moreno_Bascur_Benjamín","derecha"
-0.645084994456946,0.530397379523716,"Mulet_Martínez_Jaime","izquierda"
0.72406648262169,0.874769389866492,"Muñoz_González_Francesca","derecha"
-0.604428440734846,0.653074719898693,"Musante_Müller_Camila","derecha"
-0.487884446060615,0.570117878104558,"Naranjo_Ortiz_Jaime","izquierda"
1.24913114471314,1.05485809865707,"Naveillan_Arriagada_Gloria","derecha"
-0.700101894505131,0.590148249903771,"Nuyado_Ancapichún_Emilia","izquierda"
-0.70576798534658,0.668731092040296,"Ñanco_Vásquez_Coca Ericka","izquierda"
-0.043182504493252,0.808776320390931,"Olivera_De La Fuente_Erika","derecha"
-0.69204395726458,0.529000402211845,"Orsini_Pascal_Maite","izquierda"
0.415826412186407,0.780145319775538,"Ossandón_Irarrázabal_Ximena","derecha"
-0.381084897037588,0.708521331188099,"Oyarzo_Figueroa_Rubén Darío","derecha"
-0.687571127790511,0.50173604588395,"Palma_Pérez_Hernán","derecha"
0.593349943882217,0.804363707172095,"Pérez_Cartes_Marlene","derecha"
0.0246590924479301,0.795549727461232,"Pérez_Olea_Joanna","derecha"
-0.523474808782131,0.302717936189994,"Pérez_Salinas_Catalina","izquierda"
0.0804647602833505,0.794828250240031,"Pino_Fuentes_Víctor Alejandro","derecha"
-0.732686310986456,0.515872607709398,"Pizarro_Sierra_Lorena","izquierda"
-0.679986760753465,0.475352274111158,"Placencia_Cabello_Alejandra","izquierda"
0.602713016207592,0.803741014839891,"Ramírez_Diez_Guillermo","derecha"
-0.74331843903473,0.559542870684004,"Ramírez_Pascal_Matías","izquierda"
0.475014287884358,0.771401902118331,"Raphael_Mora_Marcia","derecha"
0.503211756846602,0.808195117181326,"Rathgeb_Schifferli_Jorge","derecha"
0.347192629499588,0.735241720500863,"Rey_Martínez_Hugo","derecha"
-0.580704804587516,0.990211544776645,"Riquelme_Aliaga_Marcela","derecha"
-0.065042843184413,1.10315626618063,"Rivas_Sánchez_Gaspar","derecha"
-0.708746911019128,0.503315790818748,"Rojas_Valderrama_Camila","izquierda"
1.01436853958677,0.848134332677176,"Romero_Leiva_Agustín","derecha"
1.18633164271557,1.09148194200135,"Romero_Sáez_Leonidas","derecha"
0.387686110372255,0.772214220026316,"Romero_Talguia_Natalia","derecha"
-0.725517507827882,0.816615544621027,"Rosas_Barrientos_Patricio","izquierda"
-0.665653274522114,0.556214415810537,"Sáez_Quiroz_Jaime","izquierda"
-0.0224465721948639,0.766289155362719,"Saffirio_Espinoza_Jorge","derecha"
-0.678001035410343,0.502927171381027,"Sagardía_Cabezas_Clara","izquierda"
1.02927807459529,0.851629453920742,"Sánchez_Ossa_Luis","derecha"
-0.662520431305556,0.559912273234394,"Santana_Castillo_Juan","izquierda"
-0.688032291648144,0.569415439683656,"Santibáñez_Novoa_Marisela","izquierda"
0.483761500978227,0.736181580968198,"Sauerbaum_Muñoz_Frank","derecha"
0.508045236354072,0.746643304954675,"Schalper_Sepúlveda_Diego","derecha"
-0.723836085990582,0.565263248124318,"Schneider_Videla_Emilia","izquierda"
1.05183906661016,0.83525418400082,"Schubert_Rubio_Stephan","derecha"
-0.484345028861016,0.594998857214051,"Sepúlveda_Soto_Alexis","izquierda"
-0.709371109127308,0.508621814703447,"Serrano_Salazar_Daniela","izquierda"
-0.522046050396557,0.661003290967351,"Soto_Ferrada_Leonardo","izquierda"
-0.452052641277373,0.602974481913923,"Soto_Mardones_Raúl","izquierda"
0.604804723286793,0.743150216402365,"Sulantay_Olivares_Marco Antonio","derecha"
-0.583877681388507,0.56136980600198,"Tapia_Ramos_Cristián","derecha"
0.42113430525151,0.823861488830347,"Teao_Drago_Hotuiti","derecha"
-0.691209185557195,0.511352166623779,"Tello_Rojas_Carolina","izquierda"
0.971380064956601,0.827307553012445,"Trisotti_Martínez_Renzo","derecha"
-0.459079001423847,0.609456442370427,"Ulloa_Aguilera_Héctor","derecha"
0.458797106982548,0.798118004530423,"Undurraga_Gazitúa_Francisco","derecha"
-0.393047264457296,0.859598894252288,"Undurraga_Vicuña_Alberto","izquierda"
1.17603864518292,1.1716094085561,"Urruticoechea_Ríos_Cristóbal","derecha"
-0.745180387923081,0.650599223546559,"Veloso_Ávila_Consuelo","derecha"
-0.475796844145633,0.779018792113813,"Venegas_Salazar_Nelson","izquierda"
-0.52510066860019,0.7758602350507,"Videla_Castillo_Sebastián","derecha"
0.627214584635903,0.763017237104102,"Von Mühlenbrock_Zamora_Gastón","derecha"
0.737106200724584,0.78744377134014,"Weisse_Novoa_Flor","derecha"
-0.643511986465138,0.582672561226842,"Winter_Etcheberry_Gonzalo","izquierda"
-0.697794692736815,0.499359894470418,"Yeomans_Araya_Gael","izquierda"
-0.690520228334374,0.618206284224923,"Celedón_Fernández_Roberto","derecha"
-0.460667370943102,0.464276605324715,"De Rementería_Venegas_Tomás","izquierda"
