"d1","d2","legislator","auto_cluster"
-0.568880896827133,0.589808829607562,"Barrios_Oteíza_Arturo","left"
-0.700716631948742,0.560410663610128,"Acevedo_Sáez_María Candelaria","left"
-0.324611811416696,0.680865159840263,"Aedo_Jeldres_Eric","left"
0.374594752831395,0.838644874712042,"Ahumada_Palma_Yovana","right"
0.652064889626055,0.762552879405757,"Alessandri_Vergara_Jorge","right"
-0.572124044890355,1.29873696322109,"Alinco_Bustos_René","left"
-0.528582890769871,0.905985041872036,"Araya_Guerrero_Jaime","left"
1.02148574494918,0.844880098199385,"Araya_Lerdo de Tejada_Cristián","right"
-0.665335236812861,0.923839233406295,"Arce_Castro_Mónica","left"
0.7470281559229,1.07116477307914,"Arroyo_Muñoz_Roberto","right"
-0.636376372864965,0.614672567925971,"Astudillo_Peiretti_Danisa","left"
1.02047940543416,0.778787630607854,"Barchiesi_Chávez_Chiara","right"
-0.69800724842763,0.539807408098788,"Barrera_Moreno_Boris","left"
-0.391173538902746,0.609488122927435,"Barría_Angulo_Héctor","left"
0.494955118616691,0.728996967432829,"Becker_Alvear_Miguel Ángel","right"
-0.706783568667598,0.558925364465598,"Bello_Campos_María Francisca","left"
0.441446075515195,0.683087654074926,"Beltrán_Silva_Juan Carlos","right"
0.659316093974439,0.750815307520098,"Benavente_Vergara_Gustavo","right"
0.543057949933721,0.729463536608949,"Berger_Fett_Bernardo","right"
-0.412272677736845,0.764591393403652,"Bernales_Maldonado_Alejandro","left"
-0.380587299547558,0.736445387630967,"Bianchi_Chelech_Carlos","left"
0.883232476849663,0.826962676983485,"Bobadilla_Muñoz_Sergio","right"
0.3811681882379,0.699964631957376,"Bórquez_Montecinos_Fernando","right"
-0.590071135854453,0.534940856840638,"Bravo_Castro_Ana María","left"
0.448051700634711,0.737914722690853,"Bravo_Salinas_Marta","right"
-0.702441969093914,0.602440093179008,"Brito_Hasbún_Jorge","left"
-0.583137557446631,0.504825372697289,"Bugueño_Sotelo_Félix","left"
-0.0307225268419406,0.846143447891422,"Calisto_Águila_Miguel Ángel","left"
-0.230278064201607,0.77854029094228,"Camaño_Cárdenas_Felipe","left"
-0.625150991886753,0.454598303102756,"Cariola_Oliva_Karol","left"
0.985171602417965,0.802700711349398,"Carter_Fernández_Álvaro","right"
-0.699249546673579,0.700518746737947,"Castillo_Rojas_Nathalie","left"
0.500086100907425,0.832632820851911,"Castro_Bascuñán_José Miguel","right"
0.423090024856069,0.715088055561609,"Celis_Montt_Andrés","right"
-0.63591174093889,0.611951530441635,"Cicardini_Milla_Daniella","left"
1.01480174801082,0.788934044522925,"Cid_Versalovic_Sofía","right"
-0.357188157974392,0.699960245615552,"Cifuentes_Lillo_Ricardo","left"
0.604023266695393,0.739391975609733,"Coloma_Álamos_Juan Antonio","right"
0.690378233262692,0.744741162470895,"Concha_Smith_Sara","right"
0.331039345864141,0.72178353544279,"Cordero_Velásquez_María Luisa","right"
0.61859912700524,0.781229709968833,"Cornejo_Lagos_Eduardo","right"
-0.694951728618044,0.545407451763337,"Cuello_Peña y Lillo_Luis Alberto","left"
1.32056441769747,1.27765757930238,"De la Carrera_Correa_Gonzalo","right"
1.05386708338858,0.779814389326449,"Del Real_Mihovilovic_Catalina","right"
-0.693805085969048,0.626993368613741,"Delgado_Riquelme_Viviana","left"
0.65564711291195,0.785712210740609,"Donoso_Castro_Felipe","right"
0.763300019222965,0.951694429444896,"Durán_Espinoza_Jorge","right"
0.417081574014906,0.723323412351787,"Durán_Salinas_Eduardo","right"
0.768138512389236,0.784980289704877,"Flores_Oporto_Camila","right"
-0.69163681956973,0.70564100622255,"Fries_Monleón_Lorena","left"
0.705556269850713,0.907637697204729,"Fuenzalida_Cobo_Juan","right"
-0.733028997994257,0.615434995805236,"Gazmuri_Vieira_Ana María","left"
-0.62579617564491,0.444976247802369,"Giordano_Salazar_Andrés","left"
-0.725830600840876,0.923249527611288,"González_Gatica_Félix","left"
-0.657423531806009,0.545700397671494,"González_Olea_Marta","left"
0.522475004603346,0.711620876479024,"González_Villarroel_Mauro","right"
0.451660985812727,0.768275261529288,"Guzmán_Zepeda_Jorge","right"
-0.642483175149345,0.593609936479226,"Hertz_Cádiz_Carmen","left"
-0.694844878471792,0.528296618754312,"Hirsch_Goldschmidt_Tomás","left"
-0.669093184244636,0.527237130043749,"Ibáñez_Cotroneo_Diego","left"
-0.477293727576544,0.585233469892533,"Ilabaca_Cerda_Marcos","left"
1.01710419758219,0.873390668574754,"Irarrázaval_Rossel_Juan","right"
-0.507000784946024,1.15820830606277,"Jiles_Moreno_Pamela","left"
-0.133152529042652,1.01962730056054,"Jouannet_Valderrama_Andrés","left"
1.01091921612384,0.866528816980924,"Jürgensen_Rundshagen_Harry","right"
1.24805534439408,1.19079970578552,"Kaiser_Barents-Von Hohenhagen_Johannes","right"
1.17703871450735,1.03979777875387,"Labbé_Martínez_Cristian","right"
0.809759088491436,0.795215112791376,"Labra_Besserer_Paula","right"
-0.522718815152348,0.843101571107326,"Lagomarsino_Guzmán_Tomás","left"
0.630885631334328,0.788463732975197,"Lavín_León_Joaquín","right"
0.544369982685038,0.765038556383139,"Leal_Bizama_Henry","right"
0.304690420764448,0.873574534806332,"Lee_Flores_Enrique","right"
-0.445402161772717,0.628003496500926,"Leiva_Carvajal_Raúl","left"
0.43414157015446,0.738169155860014,"Lilayu_Vivanco_Daniel","right"
0.504013024495103,0.851682836351628,"Longton_Herrera_Andrés","right"
-0.589188485678031,0.72055713829264,"Malla_Valenzuela_Luis","left"
-0.624432988314544,0.656732920424412,"Manouchehri_Lobos_Daniel","left"
0.667833965701878,0.781505384047975,"Martínez_Ramírez_Cristóbal","right"
-0.6303444198715,0.609576979982897,"Marzán_Pinto_Carolina","left"
0.710509355288819,1.02331342175581,"Matheson_Villán_Christian","right"
-0.269029272974961,0.787746806442783,"Medina_Vásquez_Karen","left"
-0.45971674704964,0.562113221959625,"Mellado_Pino_Cosme","left"
0.541937199774247,0.777192586968357,"Mellado_Suazo_Miguel","right"
-0.632870090266374,0.594603889782476,"Melo_Contreras_Daniel","left"
0.960830375872993,0.833843901116378,"Meza_Pereira_José Carlos","right"
-0.540815849365318,0.708236313277047,"Mirosevic_Verdugo_Vlado","left"
-0.776882816839083,0.688655416162971,"Mix_Jiménez_Claudia","left"
-0.563629813059369,0.59199083601878,"Molina_Milman_Helia","left"
-0.641436869943768,0.570800186794823,"Morales_Alvarado_Javiera","left"
