"d1","d2","legislator","auto_cluster"
0.334396395897032,0.718869426928951,"Morales_Maldonado_Carla","right"
0.492533769713993,0.744495120099765,"Moreira_Barros_Cristhian","right"
1.0435677510916,0.822867964908262,"Moreno_Bascur_Benjamín","right"
-0.642299555517702,0.533773349814663,"Mulet_Martínez_Jaime","left"
0.714698500227444,0.882451643613747,"Muñoz_González_Francesca","right"
-0.602149189953981,0.655180143520703,"Musante_Müller_Camila","left"
-0.485978402591932,0.571746008053058,"Naranjo_Ortiz_Jaime","left"
1.25918615348146,1.04281178339381,"Naveillan_Arriagada_Gloria","right"
-0.69707263503754,0.593728344837416,"Nuyado_Ancapichún_Emilia","left"
-0.693113824411775,0.681867221419545,"Ñanco_Vásquez_Coca Ericka","left"
-0.106819700368821,0.802841775990606,"Olivera_De La Fuente_Erika","left"
-0.681870848888619,0.542071257282786,"Orsini_Pascal_Maite","left"
0.401179467095839,0.787787871481338,"Ossandón_Irarrázabal_Ximena","right"
-0.421715712679276,0.685079107418273,"Oyarzo_Figueroa_Rubén Darío","left"
-0.676141921605982,0.517057690387012,"Palma_Pérez_Hernán","left"
0.59786453583906,0.80100905660245,"Pérez_Cartes_Marlene","right"
-0.0245211616901455,0.79555399702267,"Pérez_Olea_Joanna","left"
-0.509048388411459,0.326596972071769,"Pérez_Salinas_Catalina","left"
0.0560278995715487,0.796927563919145,"Pino_Fuentes_Víctor Alejandro","left"
-0.716948691138934,0.5375614864132,"Pizarro_Sierra_Lorena","left"
-0.664103420980246,0.497331848200566,"Placencia_Cabello_Alejandra","left"
0.619486435420483,0.7908609550488,"Ramírez_Diez_Guillermo","right"
-0.722202311711655,0.586582531900887,"Ramírez_Pascal_Matías","left"
0.478098326884783,0.769491279406215,"Raphael_Mora_Marcia","right"
0.51306729959715,0.801966135640014,"Rathgeb_Schifferli_Jorge","right"
0.342663183198552,0.737367161307202,"Rey_Martínez_Hugo","right"
-0.691386319969367,0.916246843146435,"Riquelme_Aliaga_Marcela","left"
-0.136258616654526,1.09662699093172,"Rivas_Sánchez_Gaspar","left"
-0.70255010753062,0.511941659782754,"Rojas_Valderrama_Camila","left"
1.02467397872536,0.835636642802559,"Romero_Leiva_Agustín","right"
1.19682167049868,1.07995187905741,"Romero_Sáez_Leonidas","right"
0.39774491209593,0.767074293460765,"Romero_Talguia_Natalia","right"
-0.723721866165464,0.818209835430537,"Rosas_Barrientos_Patricio","left"
-0.656572323915919,0.566920736607704,"Sáez_Quiroz_Jaime","left"
-0.0499846829353679,0.764984732120727,"Saffirio_Espinoza_Jorge","left"
-0.667282767107446,0.517084400830867,"Sagardía_Cabezas_Clara","left"
1.03894890837862,0.839788327956655,"Sánchez_Ossa_Luis","right"
-0.657530767171551,0.565771864133987,"Santana_Castillo_Juan","left"
-0.682088686555324,0.576535661116217,"Santibáñez_Novoa_Marisela","left"
0.482042571123628,0.737309825365224,"Sauerbaum_Muñoz_Frank","right"
0.512700346841818,0.743449432307195,"Schalper_Sepúlveda_Diego","right"
-0.707831271709272,0.585208138472531,"Schneider_Videla_Emilia","left"
1.05782130653055,0.827652927638889,"Schubert_Rubio_Stephan","right"
-0.502604991975465,0.579626286929769,"Sepúlveda_Soto_Alexis","left"
-0.694346671365044,0.528975909267618,"Serrano_Salazar_Daniela","left"
-0.49460656633633,0.6818098162904,"Soto_Ferrada_Leonardo","left"
-0.45298941233574,0.602269847509348,"Soto_Mardones_Raúl","left"
0.616352404664765,0.733587482446839,"Sulantay_Olivares_Marco Antonio","right"
-0.579032138429679,0.566373762494934,"Tapia_Ramos_Cristián","left"
0.433221532977389,0.817560895148543,"Teao_Drago_Hotuiti","right"
-0.684788409140577,0.519932387570574,"Tello_Rojas_Carolina","left"
0.981804470203574,0.814891144295998,"Trisotti_Martínez_Renzo","right"
-0.460536403839271,0.608354375802265,"Ulloa_Aguilera_Héctor","left"
0.474564761334035,0.788829528155743,"Undurraga_Gazitúa_Francisco","right"
-0.394262449243237,0.85904139662323,"Undurraga_Vicuña_Alberto","left"
1.19020496206215,1.1571823289649,"Urruticoechea_Ríos_Cristóbal","right"
-0.740747973913378,0.655650597837322,"Veloso_Ávila_Consuelo","left"
-0.493061580135704,0.76818897671618,"Venegas_Salazar_Nelson","left"
-0.551023496390635,0.757643868822136,"Videla_Castillo_Sebastián","left"
0.642308418628004,0.750337073421375,"Von Mühlenbrock_Zamora_Gastón","right"
0.731168092160274,0.792968069859769,"Weisse_Novoa_Flor","right"
-0.633154192799438,0.593932570331404,"Winter_Etcheberry_Gonzalo","left"
-0.691392355633171,0.508201074708388,"Yeomans_Araya_Gael","left"
-0.69275717259169,0.615695128440477,"Celedón_Fernández_Roberto","left"
-0.449668428796368,0.475001631874917,"De Rementería_Venegas_Tomás","left"
